run_id,set_name,stream_id,seed_namespace,seed_digest,J,window_position,burn_in_h,stop_time_h,window_h,use
cal_thr-274,cal_thr,40273,fot-tep/fase03/soglie_normal/cal_thr/j/v1,bf8f079717815e6d6793986bb5de571b694d0a9199372adce71c5a82ba73390d,8,8,20,60,5,threshold
cal_thr-275,cal_thr,40274,fot-tep/fase03/soglie_normal/cal_thr/j/v1,742408be03aa2857b824baffbbbe6eba414102870f6af393b36e5030c2e1871f,6,6,20,50,5,threshold
cal_thr-276,cal_thr,40275,fot-tep/fase03/soglie_normal/cal_thr/j/v1,c80ad58e92405fd3766d7c62f80c5bfa0d3bd7e8442f18c0edacf4919821f4ed,2,2,20,30,5,threshold
cal_thr-277,cal_thr,40276,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7633212d2313b04816635cfb05f3ed69e714ba204d972ccb6432768d27112b08,5,5,20,45,5,threshold
cal_thr-278,cal_thr,40277,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f56bb2b18b8d4c5910199d4272722ab86ba12b05d9838153b6e8098792ac69c7,8,8,20,60,5,threshold
cal_thr-279,cal_thr,40278,fot-tep/fase03/soglie_normal/cal_thr/j/v1,386bf2e751edb3c31927b4900a9053c52cf366d4b38888f81bdc6cf09dd5c9d9,4,4,20,40,5,threshold
cal_thr-280,cal_thr,40279,fot-tep/fase03/soglie_normal/cal_thr/j/v1,770c226e0511e2ca2483331834de2a375b58b250ef520a2e0c0a5e14f0f2b9fb,1,1,20,25,5,threshold
cal_thr-281,cal_thr,40280,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b072b7d6620dde218da4ae7e95766c5df1f64d8ae18713d1ed39e218f97e3f0a,4,4,20,40,5,threshold
cal_thr-282,cal_thr,40281,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4f994ce60c3b07c5b4e694376dd40a9b7b9fbaa903e0bc5e32728a7a68d05c5e,4,4,20,40,5,threshold
cal_thr-283,cal_thr,40282,fot-tep/fase03/soglie_normal/cal_thr/j/v1,186924d3088deaf4848251633ab05f24c4d36bd5d726b761ddf3284d4fc1f4ee,9,9,20,65,5,threshold
cal_thr-284,cal_thr,40283,fot-tep/fase03/soglie_normal/cal_thr/j/v1,833a2857197faf6fefa6b725a2e515f8ac90abe5e73f355f314ad3abc925dcbc,10,10,20,70,5,threshold
cal_thr-285,cal_thr,40284,fot-tep/fase03/soglie_normal/cal_thr/j/v1,10072bf87ddc548e50b1275e9fe40e245744bad59e4bcdc2e146892488b9e8fb,1,1,20,25,5,threshold
cal_thr-286,cal_thr,40285,fot-tep/fase03/soglie_normal/cal_thr/j/v1,bff2c656fde997e03e2a088dff2e85cc7e4d8173e8b109050be2268e2b00c562,9,9,20,65,5,threshold
cal_thr-287,cal_thr,40286,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1765e4d498d4c74ddae7bd22a53c40d3ca2f4f20687ce93ca8c23a6ba702cd55,10,10,20,70,5,threshold
cal_thr-288,cal_thr,40287,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f3ee3d9df672a6ed603d6f10c66458f798f45f29eba50861970d1b148e29a075,8,8,20,60,5,threshold
cal_thr-289,cal_thr,40288,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b7bcd97d07fae9f8e3bb0ea1e7a02f27b0d06159b98aab8506f74b6154f5d648,7,7,20,55,5,threshold
cal_thr-290,cal_thr,40289,fot-tep/fase03/soglie_normal/cal_thr/j/v1,40930713c3795f62e0bb98efac5f7a2a8696375b14f8fa6250350d0e986c241f,7,7,20,55,5,threshold
cal_thr-291,cal_thr,40290,fot-tep/fase03/soglie_normal/cal_thr/j/v1,d24037bda6efcb4368a60636bfc333590981203c68440ce3a036c416cc74104d,4,4,20,40,5,threshold
cal_thr-292,cal_thr,40291,fot-tep/fase03/soglie_normal/cal_thr/j/v1,fcc4b87590bbb36a59e62264460ea48db0dbeb78ec6efe8c9503349533abc99f,1,1,20,25,5,threshold
cal_thr-293,cal_thr,40292,fot-tep/fase03/soglie_normal/cal_thr/j/v1,9fe9dc8c24362d8b9b6174ec11e3952fe267d8bf7f49f0bdf6e8b79f16bb97e6,2,2,20,30,5,threshold
cal_thr-294,cal_thr,40293,fot-tep/fase03/soglie_normal/cal_thr/j/v1,efa88e6c96e063a7ddd03bd9ebbc314270069f13bb724523ece0a0e8a1148ca0,8,8,20,60,5,threshold
cal_thr-295,cal_thr,40294,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7cb156f2a20f75298047782d057258014bd9076e0cbcba51f44598b5d3a04dd7,10,10,20,70,5,threshold
cal_thr-296,cal_thr,40295,fot-tep/fase03/soglie_normal/cal_thr/j/v1,10810c77186bc45a1d3bf20f0d46133095413420f627eb69349e25c68c833433,9,9,20,65,5,threshold
cal_thr-297,cal_thr,40296,fot-tep/fase03/soglie_normal/cal_thr/j/v1,d24732f654be1f6a24de77c2c58bf95377d3c69523c855e9d6c3e06c0661e33d,9,9,20,65,5,threshold
cal_thr-298,cal_thr,40297,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1cdfefee7fa10cbb83d8aad30a2ee563890dee366ec65a1d11edae4f84e6591d,6,6,20,50,5,threshold
cal_thr-299,cal_thr,40298,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e7921e3edbfb0229ff28aa2fc8cfb3e1399bd84d3b307d2f100c7608b2c6d12c,8,8,20,60,5,threshold
cal_thr-300,cal_thr,40299,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b0f94d27b341b7e275aeeb54dee88369ae7af2ac605ad1bb0663b55a578f433c,5,5,20,45,5,threshold
cal_thr-301,cal_thr,40300,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0b005b11c052736123288c23dd20dc8a9eb0572244b52ba764073245bcbcdb1a,6,6,20,50,5,threshold
cal_thr-302,cal_thr,40301,fot-tep/fase03/soglie_normal/cal_thr/j/v1,cf82c3ae99067a99ee3e741f02a8add77949db013b3ae0dd4902b5d2afd59b2e,6,6,20,50,5,threshold
cal_thr-303,cal_thr,40302,fot-tep/fase03/soglie_normal/cal_thr/j/v1,13c3736ec45ff648bb3baa7682066708512f72198279fb74e21a6b00d43601d2,9,9,20,65,5,threshold
cal_thr-304,cal_thr,40303,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b91508ef2a3eee2c2ffe3abe014c529593f4d8913fcb2b6f787fc153c43524ac,5,5,20,45,5,threshold
cal_thr-305,cal_thr,40304,fot-tep/fase03/soglie_normal/cal_thr/j/v1,91b7f8bed50583143c650c1ea12143b44f14aacd9328aa3adb3e01f690cbe759,1,1,20,25,5,threshold
cal_thr-306,cal_thr,40305,fot-tep/fase03/soglie_normal/cal_thr/j/v1,643d7cdb435387691c0da5a9dbe9ca59396a0a72312b250d1f0baf9aebe3f04a,10,10,20,70,5,threshold
cal_thr-307,cal_thr,40306,fot-tep/fase03/soglie_normal/cal_thr/j/v1,93cc6964e4743a4318c7cb174a82baf8fe89215ac4494547f79721b2a26452c4,6,6,20,50,5,threshold
cal_thr-308,cal_thr,40307,fot-tep/fase03/soglie_normal/cal_thr/j/v1,58a3f1f473285b199f65b77d97dd473d7c2a1cbdd82d1d6c77326adc3fad560f,8,8,20,60,5,threshold
cal_thr-309,cal_thr,40308,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f78fcf06f836eb7eca120544b0ab3cea5562a4883fa7c9a621cdadc92aeeae3e,7,7,20,55,5,threshold
cal_thr-310,cal_thr,40309,fot-tep/fase03/soglie_normal/cal_thr/j/v1,699bbc6aaa3edea157e0c3fea1235ce555ea90109ba6805d55cfd3a997b41daa,10,10,20,70,5,threshold
cal_thr-311,cal_thr,40310,fot-tep/fase03/soglie_normal/cal_thr/j/v1,812b7fc77e9e1e078dba19c4ed9fac7ed7f8434c25789307283c740afcdf7faf,10,10,20,70,5,threshold
cal_thr-312,cal_thr,40311,fot-tep/fase03/soglie_normal/cal_thr/j/v1,77abad39f039793f6f3a3297d7b6b783d1fb72e8f9feed38915cd6927b26c21c,2,2,20,30,5,threshold
cal_thr-313,cal_thr,40312,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e421605121fd72fc71b39e9c1d95477dd0dbc5a5edc575dbe5a967ff6bdfda40,1,1,20,25,5,threshold
cal_thr-314,cal_thr,40313,fot-tep/fase03/soglie_normal/cal_thr/j/v1,5a2183b0c201319e0c279823a5a1a0465de9c7b5dd84b826678befbba3a45659,3,3,20,35,5,threshold
cal_thr-315,cal_thr,40314,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1fc2e88f5cfa0eb1bca087477d22643a06fbbd2bb7e3b74a566405afb5041058,4,4,20,40,5,threshold
cal_thr-316,cal_thr,40315,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0005252a2db3236efc1fb154b730c9bfbc928a20ae866850a46751dfe201171a,9,9,20,65,5,threshold
cal_thr-317,cal_thr,40316,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0c29d91b06357996aeb84c512c3d50cafe00bce435d86dd81cb1ed5093827a57,3,3,20,35,5,threshold
cal_thr-318,cal_thr,40317,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a3616c05c877d6e54817772b9e5999986bc897d2d691661e1a8cc8a46984bb7f,6,6,20,50,5,threshold
cal_thr-319,cal_thr,40318,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7fdd9a8d7eb16893e974e82c02ebee5142162d73fc2d1067ad3a73774c7d790f,8,8,20,60,5,threshold
cal_thr-320,cal_thr,40319,fot-tep/fase03/soglie_normal/cal_thr/j/v1,c881807a4c10eb78ca95a90fa7d42e15539f180d9fd5caa9b041fb34b7f784f0,7,7,20,55,5,threshold
cal_thr-321,cal_thr,40320,fot-tep/fase03/soglie_normal/cal_thr/j/v1,43d3e63795e37fb7a1271d91682e3fb08357b16a745ec1535ead63251c5fc52a,10,10,20,70,5,threshold
cal_thr-322,cal_thr,40321,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a93bcf9bd0e66d2e4ad34dea5d172bfa2aeb9f2a1774e8a4e842c12c7af8c2bc,9,9,20,65,5,threshold
cal_thr-323,cal_thr,40322,fot-tep/fase03/soglie_normal/cal_thr/j/v1,903173ad5c38d7d3b94bc527fca005b40714c3300cd1fd3b7e46659c48018a66,6,6,20,50,5,threshold
cal_thr-324,cal_thr,40323,fot-tep/fase03/soglie_normal/cal_thr/j/v1,8a81db3e3ab630d3cc6fbf9e4a8d8779136f841da0504f2c574dcea327836352,8,8,20,60,5,threshold
cal_thr-325,cal_thr,40324,fot-tep/fase03/soglie_normal/cal_thr/j/v1,ff8f5aaf1ce67a8afc7e97fedb6cfeda2c9770214a7ea4258bff3ff06a701058,7,7,20,55,5,threshold
cal_thr-326,cal_thr,40325,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f375ff262bb09c7c54d9ef97a9fc9157e7aea32c6525cf88c0a1fa101140a840,3,3,20,35,5,threshold
cal_thr-327,cal_thr,40326,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f27e8cb3a3072e874a62193c37e3bf19c7184cf094ffc6fa6406c50a8fc03b42,4,4,20,40,5,threshold
cal_thr-328,cal_thr,40327,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4c2f3c863c9deaa27918b1e18c0bb1bdb14024cd64030cafa9ccaa20769a7565,1,1,20,25,5,threshold
cal_thr-329,cal_thr,40328,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7e0e12edfee54efb71f1b5405484ad42c5e6f04b15d973c707a2256d8b01f762,8,8,20,60,5,threshold
cal_thr-330,cal_thr,40329,fot-tep/fase03/soglie_normal/cal_thr/j/v1,91eb86149fce88f0959fafb9eaea54561657ac8e1150d00b125826a92b6c37fd,1,1,20,25,5,threshold
cal_thr-331,cal_thr,40330,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b2c4c76e791e7dbdd3ea9480ed3a41777f10d2440ee133fcbc354cbbfe6f45fd,4,4,20,40,5,threshold
cal_thr-332,cal_thr,40331,fot-tep/fase03/soglie_normal/cal_thr/j/v1,8ab29f1170ba74e505020e3cf24d094a4a19523f3956898d97e9b815625e6aa5,6,6,20,50,5,threshold
cal_thr-333,cal_thr,40332,fot-tep/fase03/soglie_normal/cal_thr/j/v1,d97cae336fb4f2893dfc959988c353648c549b77b303efd6d23f373584db0ec6,2,2,20,30,5,threshold
cal_thr-334,cal_thr,40333,fot-tep/fase03/soglie_normal/cal_thr/j/v1,02e8d640cc1dc24e6c1747fad0286f619c4025c8d582e022193c10b69486b05d,3,3,20,35,5,threshold
cal_thr-335,cal_thr,40334,fot-tep/fase03/soglie_normal/cal_thr/j/v1,17b516b2f24783cef83c8d5969e6121bef484fd6804903386165433af50765a3,5,5,20,45,5,threshold
cal_thr-336,cal_thr,40335,fot-tep/fase03/soglie_normal/cal_thr/j/v1,3ce9340284c9199851c4fe9a8cc644e8f567a222d2c22ee03bb5b5200f26c4e5,3,3,20,35,5,threshold
cal_thr-337,cal_thr,40336,fot-tep/fase03/soglie_normal/cal_thr/j/v1,193b31e6a5ad919a1a862c5deada1255cde26547154150a0b70ba88a167452b1,1,1,20,25,5,threshold
cal_thr-338,cal_thr,40337,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b67c0728f5f505464e48a0803858b2d5e4f406f0de21eefb7e5a741fac921768,9,9,20,65,5,threshold
cal_thr-339,cal_thr,40338,fot-tep/fase03/soglie_normal/cal_thr/j/v1,3c0a35d27c2ec1ce939c2517eba7b8f867f9fd36fc7d442b5840b006922b78da,3,3,20,35,5,threshold
cal_thr-340,cal_thr,40339,fot-tep/fase03/soglie_normal/cal_thr/j/v1,eb33c145bbca08ec07fbc38ae942efb4e33fa19742a9bd31565e35601b1c49b4,7,7,20,55,5,threshold
cal_thr-341,cal_thr,40340,fot-tep/fase03/soglie_normal/cal_thr/j/v1,ca318e2728b92a3313d64b7e8669025b0407bffe992e869b5bdbc50eca9e91b6,6,6,20,50,5,threshold
cal_thr-342,cal_thr,40341,fot-tep/fase03/soglie_normal/cal_thr/j/v1,6ec667fea02fe1adc0087470d143b87a34c21d21b34302e76fa140c0024a804b,6,6,20,50,5,threshold
cal_thr-343,cal_thr,40342,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0b1dd39362b9adb6144f40b99f4b0a68804024eeb27e69330011b8efd1acefae,7,7,20,55,5,threshold
cal_thr-344,cal_thr,40343,fot-tep/fase03/soglie_normal/cal_thr/j/v1,de945573cb1cb5593382ba9aa726d2d0da3636ad38ace436f6701827380c3388,2,2,20,30,5,threshold
cal_thr-345,cal_thr,40344,fot-tep/fase03/soglie_normal/cal_thr/j/v1,cf5748a665ec90c1d013878e2f26a7bcde8850dcb6059c1ffe6209e629fb12a1,2,2,20,30,5,threshold
cal_thr-346,cal_thr,40345,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7a0db5e8db2d443b5fac2de4c2dfaf17fe525fe168499254d02f6e1a591668a0,10,10,20,70,5,threshold
cal_thr-347,cal_thr,40346,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1baa93004a19ba38798a544780e674581ab24242a749f8f33c01bfea3c13a1f1,1,1,20,25,5,threshold
cal_thr-348,cal_thr,40347,fot-tep/fase03/soglie_normal/cal_thr/j/v1,21ae19a7684b8f751d9ef0d56721223f31bc7b1199a4b71a51d310733236ca42,4,4,20,40,5,threshold
cal_thr-349,cal_thr,40348,fot-tep/fase03/soglie_normal/cal_thr/j/v1,9985f37c7d5aeb501603da832dfa06b3a5cc10616ba7705d3e6c2d433c932d00,9,9,20,65,5,threshold
cal_thr-350,cal_thr,40349,fot-tep/fase03/soglie_normal/cal_thr/j/v1,242cbd7fdee4cdde823e699b30f0257399f336fc2e96917904aa7bd2e688de80,9,9,20,65,5,threshold
